T_MeV,muB_MeV,P_over_T4,I_over_T4,s_over_T3,e_over_T4,nB_over_T3,CV_over_T3,cs2,phi_u,phi_d,phi_s,Phi,PhiBar,solve_residual,a1,a2,T0_MeV
90,0,0.0246857885444,0.0762892937626,0.17503244794,0.150346659396,0,1.78096519028,0.098279544651,-1.9727197841,-1.9727197841,-2.6242196001,0.0650740434999,0.0650740434999,2.36453836886e-13,-7.505272994,0.091848942829,175.695929622
92,0,0.0266009398709,0.0983992912201,0.204803050704,0.178202110833,0,2.07255582451,0.0988166631178,-1.97178844534,-1.97178844534,-2.6239704961,0.072266435227,0.072266435227,7.82024994435e-13,-7.505272994,0.091848942829,175.695929622
94,0,0.0289730893676,0.122675887378,0.238568244848,0.209595155481,0,2.40319131223,0.0992714327961,-1.97066137101,-1.97066137101,-2.62366535044,0.0800444869221,0.0800444869221,2.34639478276e-12,-7.505272994,0.091848942829,175.695929622
96,0,0.0318318897609,0.149435337597,0.27676289664,0.244931006879,0,2.77740490627,0.0996480189172,-1.96930408261,-1.96930408261,-2.62329346747,0.0884450159191,0.0884450159191,6.53129045451e-12,-7.505272994,0.091848942829,175.695929622
98,0,0.0352119151194,0.179017143458,0.319864803936,0.284652888816,0,3.20017322973,0.0999523403807,-1.96767693346,-1.96767693346,-2.62284241398,0.0975062098393,0.0975062098393,1.25734890081e-15,-7.505272994,0.091848942829,175.695929622
100,0,0.0391527573908,0.211786327681,0.368397357244,0.329244599854,0,3.67689682085,0.10019246533,-1.96573445232,-1.96573445232,-2.62229778506,0.107267019143,0.107267019143,9.62650546184e-16,-7.505272994,0.091848942829,175.695929622
102,0,0.0436991470124,0.248134469099,0.422931057149,0.379231910136,0,4.21334114414,0.100379020516,-1.96342464573,-1.96342464573,-2.62164295372,0.117766240543,0.117766240543,7.92825424494e-16,-7.505272994,0.091848942829,175.695929622
104,0,0.0489010654919,0.288478934198,0.484083196166,0.435182130674,0,4.81552279552,0.100525574631,-1.96068827941,-1.96068827941,-2.6208588109,0.129041218927,0.129041218927,1.42473574981e-15,-7.505272994,0.091848942829,175.695929622
106,0,0.0548138100599,0.333259607062,0.552514847302,0.497701037242,0,5.48952519328,0.100648931893,-1.95745817048,-1.95745817048,-2.61992350674,0.141126102898,0.141126102898,2.31176250926e-15,-7.505272994,0.091848942829,175.695929622
108,0,0.0614979618901,0.382932350223,0.628924197784,0.567426235894,0,6.24123155403,0.100769245996,-1.95365853244,-1.95365853244,-2.61881220805,0.154049618691,0.154049618691,8.58454424074e-16,-7.505272994,0.091848942829,175.695929622
110,0,0.0690192018022,0.437958490834,0.714035298043,0.645016096241,0,7.07597295386,0.100909839919,-1.94920442292,-1.94920442292,-2.61749689056,0.167832385665,0.167832385665,7.21186966783e-16,-7.505272994,0.091848942829,175.695929622
112,0,0.0774479139409,0.498789916628,0.808581572392,0.731133658451,0,7.9981080506,0.101096605257,-1.94400134262,-1.94400134262,-2.61594618607,0.182483891794,0.182483891794,9.21289046484e-16,-7.505272994,0.091848942829,175.695929622
114,0,0.0868585227582,0.565849974171,0.913284065204,0.826425542446,0,9.01057876983,0.101356870467,-1.93794501604,-1.93794501604,-2.61412530055,0.197999377561,0.197999377561,7.15628512477e-16,-7.505272994,0.091848942829,175.695929622
