T_MeV,sT3_target,sT3_pred,err,residual_over_err,phi_u,phi_d,phi_s,Phi,PhiBar,solve_residual
195,10.07,10.9252898194,0.675,1.26709602872,-0.229922465559,-0.229922465559,-2.06779538388,0.685321706487,0.685321706487,2.91271515246e-14
200,10.5,11.1723724163,0.66,1.01874608537,-0.195176106293,-0.195176106293,-2.02420840355,0.698639292634,0.698639292634,2.16059129945e-14
205,10.9,11.4087281374,0.64,0.794887714666,-0.167963259342,-0.167963259342,-1.97792629318,0.711096931208,0.711096931208,5.44040589854e-14
210,11.27,11.6375940613,0.63,0.583482636974,-0.146125660814,-0.146125660814,-1.92877303733,0.722813501797,0.722813501797,2.08086518989e-14
215,11.61,11.8610122537,0.61,0.411495497813,-0.128249994899,-0.128249994899,-1.87668298815,0.733879437633,0.733879437633,3.99008664595e-14
220,11.92,12.0802793735,0.6,0.267132289146,-0.113374297066,-0.113374297066,-1.82167019571,0.744365789875,0.744365789875,7.59936516823e-14
225,12.21,12.2961979141,0.585,0.147346861629,-0.10082179001,-0.10082179001,-1.76381387346,0.754329627206,0.754329627206,1.46651956316e-13
230,12.49,12.5092295069,0.585,0.0328709518966,-0.0901026380866,-0.0901026380866,-1.70325065013,0.763817543239,0.763817543239,8.38503508732e-14
235,12.75,12.7195959779,0.585,-0.0519726872845,-0.0808535341433,-0.0808535341433,-1.64016923344,0.772868092565,0.772868092565,4.69457677084e-13
240,13,12.9273504367,0.58,-0.125257867767,-0.0727992430399,-0.0727992430399,-1.5748053065,0.781513568853,0.781513568853,2.68957120488e-13
245,13.24,13.1324298902,0.575,-0.18707845184,-0.0657273679677,-0.0657273679677,-1.5074355756,0.78978134906,0.78978134906,4.61623613577e-14
250,13.47,13.3346955565,0.57,-0.237376216605,-0.0594713458463,-0.0594713458463,-1.4383705333,0.797694933123,0.797694933123,4.11370317892e-14
255,13.68,13.5339642853,0.57,-0.256203008304,-0.0538987147324,-0.0538987147324,-1.3679459364,0.805274758284,0.805274758284,4.50930568556e-13
260,13.89,13.7300330179,0.575,-0.278203447082,-0.0489028459288,-0.0489028459288,-1.29651330993,0.812538839434,0.812538839434,7.03409457825e-14
265,14.09,13.9226974515,0.575,-0.290960953879,-0.0443970043838,-0.0443970043838,-1.22442999295,0.819503271106,0.819503271106,1.23158088653e-12
270,14.28,14.1117657012,0.57,-0.2951478926,-0.040310004572,-0.040310004572,-1.15204934047,0.826182617703,0.826182617703,7.85046278412e-13
275,14.46,14.2970676222,0.57,-0.285846276762,-0.0365829787949,-0.0365829787949,-1.07971168882,0.832590213209,0.832590213209,4.27693621687e-13
280,14.63,14.478460431,0.57,-0.265858892926,-0.0331669334347,-0.0331669334347,-1.0077365966,0.838738388246,0.838738388246,1.70731864882e-12
285,14.8,14.6558312861,0.57,-0.252927568304,-0.030020871778,-0.030020871778,-0.936416715665,0.844638639888,0.844638639888,2.4085527965e-13
290,14.95,14.8290975009,0.565,-0.213986724158,-0.0271103303716,-0.0271103303716,-0.866013463587,0.850301757459,0.850301757459,2.63335915604e-12
295,15.11,14.9982050406,0.56,-0.199633856148,-0.0244062219077,-0.0244062219077,-0.796754491989,0.855737915497,0.855737915497,2.36141908149e-12
300,15.25,15.1631258953,0.56,-0.155132329819,-0.0218839090086,-0.0218839090086,-0.728832800756,0.860956742985,0.860956742985,2.76147865206e-12
305,15.39,15.3238548337,0.555,-0.119180479807,-0.0195224548316,-0.0195224548316,-0.662407249021,0.865967375978,0.865967375978,5.64793659239e-12
310,15.52,15.4804059346,0.555,-0.0713406584325,-0.0173040113066,-0.0173040113066,-0.597604162813,0.870778498956,0.870778498956,1.50917290808e-12
315,15.64,15.6328091862,0.555,-0.0129564213325,-0.0152133161579,-0.0152133161579,-0.534519729962,0.875398378699,0.875398378699,1.09152848089e-12
320,15.76,15.7811073436,0.55,0.0383769883252,-0.0132372770933,-0.0132372770933,-0.473222894658,0.879834893227,0.879834893227,4.01982010297e-14
325,15.88,15.9253531517,0.545,0.0832167921503,-0.0113646266467,-0.0113646266467,-0.41375850504,0.884095557429,0.884095557429,8.30892929184e-13
330,15.99,16.0656069777,0.54,0.140012921689,-0.00958563481584,-0.00958563481584,-0.356150516937,0.888187546321,0.888187546321,6.67980135993e-12
335,16.09,16.2019348517,0.54,0.207286762376,-0.00789186930726,-0.00789186930726,-0.300405107247,0.892117716454,0.892117716454,2.36832750634e-12
340,16.19,16.3344068862,0.535,0.269919413385,-0.00627599518844,-0.00627599518844,-0.246513596352,0.895892625718,0.895892625718,4.85723805051e-12
345,16.29,16.4630960286,0.535,0.323543978707,-0.00473160727097,-0.00473160727097,-0.194455117664,0.89951855164,0.89951855164,7.79017079364e-12
350,16.38,16.5880770955,0.53,0.392598293314,-0.00325308973733,-0.00325308973733,-0.144199002884,0.903001508231,0.903001508231,5.59832167068e-12
355,16.47,16.7094260361,0.53,0.451747237987,-0.00183549847363,-0.00183549847363,-0.0957068742964,0.9063472614,0.9063472614,7.25382715997e-12
360,16.55,16.8272193796,0.53,0.523055433227,-0.000474462340845,-0.000474462340845,-0.0489344512715,0.909561342983,0.909561342983,9.06885404204e-12
365,16.63,16.941533822,0.53,0.587799664203,0.000833899751021,0.000833899751021,-0.00383308840793,0.912649063444,0.912649063444,1.26298237396e-11
370,16.71,17.0524459207,0.53,0.646124378701,0.0020930485783,0.0020930485783,0.0396489312797,0.915615523335,0.915615523335,5.01299121315e-12
375,16.78,17.1600318665,0.53,0.717041257585,0.00330608332607,0.00330608332607,0.0815653219645,0.918465623609,0.918465623609,3.07361301518e-12
380,16.85,17.2643673125,0.53,0.781825117926,0.00447579111259,0.00447579111259,0.121970912663,0.921204074913,0.921204074913,9.35021461589e-12
385,16.92,17.3655272421,0.53,0.840617437903,0.0056046888281,0.0056046888281,0.160920931098,0.923835405958,0.923835405958,8.67947111161e-12
390,16.99,17.4635858644,0.53,0.893558234729,0.00669505854767,0.00669505854767,0.198470429706,0.926363971103,0.926363971103,3.82851347701e-12
395,17.05,17.5586165278,0.53,0.959653825954,0.00774897756728,0.00774897756728,0.234673831966,0.928793957252,0.928793957252,2.27474995687e-12
400,17.12,17.6506916451,0.53,1.00130499074,0.00876834393659,0.00876834393659,0.269584579679,0.931129390171,0.931129390171,1.30430720898e-11
