T_MeV,phi_u,phi_d,phi_s,dphi_u_dT_MeV,dphi_d_dT_MeV,dphi_s_dT_MeV,residual
268,-0.0358887620582,-0.0358887620582,-1.07254769599,0.000714687629007,0.000714687629007,0.0148053091578,1.33331979368e-15
269,-0.0351803261987,-0.0351803261987,-1.05775213559,0.000702244762505,0.000702244762505,0.0147853810973,3.76987142741e-15
270,-0.0344841533528,-0.0344841533528,-1.04297778582,0.000690159454835,0.000690159454835,0.014762897038,1.53837014911e-15
271,-0.0337998923148,-0.0337998923148,-1.02822717504,0.000678419086488,0.000678419086488,0.0147379124525,1.42185538531e-15
272,-0.0331272042435,-0.0331272042435,-1.01350277548,0.000667011543273,0.000667011543273,0.0147104842035,1.42246478821e-15
273,-0.0324657621692,-0.0324657621692,-0.998807001833,0.00065592519255,0.00065592519255,0.0146806703993,3.82667574015e-15
274,-0.0318152505236,-0.0318152505236,-0.98414221014,0.000645148860842,0.000645148860842,0.0146485302505,1.27578504072e-15
275,-0.031175364691,-0.031175364691,-0.969510696732,0.000634671812714,0.000634671812714,0.0146141239301,2.59897009892e-15
276,-0.0305458105805,-0.0305458105805,-0.954914697346,0.000624483730849,0.000624483730849,0.0145775124349,5.0292383081e-15
277,-0.0299263042175,-0.0299263042175,-0.940356386364,0.000614574697229,0.000614574697229,0.0145387574516,1.33230376913e-15
278,-0.0293165713529,-0.0293165713529,-0.925837876195,0.000604935175353,0.000604935175353,0.0144979212248,3.76986983093e-15
279,-0.0287163470906,-0.0287163470906,-0.911361216774,0.000595555993423,0.000595555993423,0.0144550664298,7.77543235883e-16
280,-0.0281253755307,-0.0281253755307,-0.896928395199,0.000586428328434,0.000586428328434,0.0144102560493,4.45820558365e-16
281,-0.0275434094281,-0.0275434094281,-0.882541335481,0.000577543691103,0.000577543691103,0.0143635532546,2.52198487614e-15
282,-0.026970209866,-0.026970209866,-0.868201898413,0.000568893911597,0.000568893911597,0.0143150212909,1.27555858005e-15
283,-0.0264055459435,-0.0264055459435,-0.853911881551,0.000560471125985,0.000560471125985,0.0142647233679,8.33375312852e-16
284,-0.0258491944761,-0.0258491944761,-0.839673019304,0.000552267763398,0.000552267763398,0.0142127225554,2.51766652023e-15
285,-0.0253009397087,-0.0253009397087,-0.825486983123,0.000544276533826,0.000544276533826,0.0141590816834,1.26706558695e-15
286,-0.0247605730406,-0.0247605730406,-0.811355381787,0.000536490416523,0.000536490416523,0.0141038632479,2.51461915405e-15
287,-0.0242278927618,-0.0242278927618,-0.797279761785,0.000528902648988,0.000528902648988,0.0140471293217,6.79869977755e-17
288,-0.0237027038003,-0.0237027038003,-0.783261607779,0.000521506716475,0.000521506716475,0.0139889414704,3.89351718563e-16
289,-0.0231848174787,-0.0231848174787,-0.769302343152,0.000514296342008,0.000514296342008,0.0139293606742,3.78824287891e-15
290,-0.0226740512822,-0.0226740512822,-0.755403330631,0.000507265476865,0.000507265476865,0.0138684472536,1.26158174767e-15
291,-0.0221702286341,-0.0221702286341,-0.74156587298,0.000500408291513,0.000500408291513,0.0138062608018,7.77469698173e-16
292,-0.0216731786812,-0.0216731786812,-0.72779121376,0.000493719166956,0.000493719166956,0.0137428601216,2.55110300502e-15
293,-0.0211827360876,-0.0211827360876,-0.714080538151,0.000487192686475,0.000487192686475,0.0136783031668,2.58538870966e-15
294,-0.0206987408364,-0.0206987408364,-0.700434973824,0.000480823627751,0.000480823627751,0.0136126469895,3.91304708686e-15
295,-0.0202210380387,-0.0202210380387,-0.686855591868,0.000474606955327,0.000474606955327,0.0135459476916,3.88461024603e-15
296,-0.0197494777508,-0.0197494777508,-0.673343407767,0.000468537813403,0.000468537813403,0.0134782603812,1.35242807081e-15
297,-0.0192839147979,-0.0192839147979,-0.659899382406,0.000462611518957,0.000462611518957,0.0134096391332,3.82666708984e-15
298,-0.0188242086045,-0.0188242086045,-0.646524423131,0.000456823555143,0.000456823555143,0.013340136955,1.26112368469e-15
299,-0.0183702230315,-0.0183702230315,-0.633219384824,0.000451169564987,0.000451169564987,0.013269805756,1.28645857894e-15
300,-0.0179218262193,-0.0179218262193,-0.619985071019,0.000445645345341,0.000445645345341,0.0131986963207,7.54155464396e-15
301,-0.0174788904372,-0.0174788904372,-0.606822235036,0.000440246841087,0.000440246841087,0.0131268582867,5.02708437032e-15
302,-0.0170412919377,-0.0170412919377,-0.593731581141,0.000434970139589,0.000434970139589,0.0130543401256,5.0353258689e-15
303,-0.0166089108171,-0.0166089108171,-0.580713765717,0.000429811465368,0.000429811465368,0.012981189128,7.58244634967e-15
304,-0.0161816308805,-0.0161816308805,-0.567769398452,0.000424767174989,0.000424767174989,0.0129074513912,2.58541082463e-15
305,-0.0157593395126,-0.0157593395126,-0.554899043536,0.000419833752165,0.000419833752165,0.0128331718109,2.51310725699e-15
306,-0.0153419275529,-0.0153419275529,-0.542103220868,0.000415007803048,0.000415007803048,0.0127583940751,2.54202758119e-15
307,-0.0149292891752,-0.0149292891752,-0.529382407265,0.000410286051711,0.000410286051711,0.0126831606614,4.99985706577e-16
308,-0.0145213217722,-0.0145213217722,-0.516737037669,0.000405665335806,0.000405665335806,0.0126075128368,2.22261339584e-16
309,-0.0141179258439,-0.0141179258439,-0.504167506362,0.000401142602396,0.000401142602396,0.0125314906595,5.02576186574e-15
310,-0.0137190048902,-0.0137190048902,-0.49167416817,0.000396714903946,0.000396714903946,0.0124551329839,2.54206546268e-15
311,-0.0133244653075,-0.0133244653075,-0.479257339662,0.00039237939447,0.00039237939447,0.0123784774669,2.52200038786e-15
312,-0.0129342162887,-0.0129342162887,-0.466917300347,0.000388133325828,0.000388133325828,0.0123015605765,2.5128378212e-15
313,-0.0125481697278,-0.0125481697278,-0.454654293857,0.000383974044163,0.000383974044163,0.0122244176024,5.07595681185e-15
314,-0.0121662401267,-0.0121662401267,-0.442468529116,0.000379898986477,0.000379898986477,0.0121470826679,5.03723613203e-15
315,-0.0117883445063,-0.0117883445063,-0.430360181505,0.000375905677333,0.000375905677333,0.0120695887436,2.7782667448e-17
316,-0.0114144023204,-0.0114144023204,-0.418329394002,0.000371991725685,0.000371991725685,0.0119919676623,2.51780636174e-15
317,-0.0110443353732,-0.0110443353732,-0.406376278317,0.000368154821828,0.000368154821828,0.0119142501353,6.95069083748e-16
318,-0.0106780677388,-0.0106780677388,-0.394500915999,0.000364392734457,0.000364392734457,0.0118364657695,7.54263552404e-15
319,-0.0103155256848,-0.0103155256848,-0.382703359538,0.000360703307845,0.000360703307845,0.0117586430861,3.62021453391e-16
320,-0.00995663759793,-0.00995663759793,-0.370983633436,0.000357084459121,0.000357084459121,0.0116808095397,2.72521027657e-15
321,-0.00960133391226,-0.00960133391226,-0.359341735266,0.000353534175648,0.000353534175648,0.0116029915379,1.25618810228e-14
322,-0.00924954704058,-0.00924954704058,-0.347777636707,0.000350050512501,0.000350050512501,0.0115252144625,1.00517291817e-14
323,-0.00890121130772,-0.00890121130772,-0.336291284562,0.000346631590043,0.000346631590043,0.0114475026905,2.51766442853e-15
324,-0.0085562628865,-0.0085562628865,-0.32488260175,0.000343275591581,0.000343275591581,0.0113698796157,1.25618508388e-14
325,-0.00821463973588,-0.00821463973588,-0.313551488277,0.000339980761115,0.000339980761115,0.0112923676708,1.25865205167e-14
326,-0.00787628154139,-0.00787628154139,-0.30229782219,0.00033674540117,0.00033674540117,0.01121498835,2.51288093287e-15
327,-0.00754112965765,-0.00754112965765,-0.2911214605,0.000333567870705,0.000333567870705,0.0111377622316,2.53792949558e-15
328,-0.00720912705294,-0.00720912705294,-0.280022240088,0.000330446583102,0.000330446583102,0.0110607090004,2.81802211305e-15
329,-0.00688021825577,-0.00688021825577,-0.268999978589,0.000327380004227,0.000327380004227,0.0109838474714,5.10221441463e-15
330,-0.0065543493033,-0.0065543493033,-0.258054475246,0.000324366650562,0.000324366650562,0.010907195612,6.38453657464e-16
331,-0.00623146769166,-0.00623146769166,-0.247185511752,0.000321405087408,0.000321405087408,0.0108307705653,2.22147072269e-16
332,-0.00591152232802,-0.00591152232802,-0.236392853056,0.000318493927148,0.000318493927148,0.010754588673,1.25609336206e-14
333,-0.00559446348429,-0.00559446348429,-0.225676248158,0.000315631827583,0.000315631827583,0.010678665498,1.00786077106e-14
334,-0.00528024275256,-0.00528024275256,-0.215035430877,0.000312817490318,0.000312817490318,0.0106030158473,5.06298772355e-15
335,-0.00496881300205,-0.00496881300205,-0.20447012059,0.000310049659217,0.000310049659217,0.010527653794,1.25770752875e-14
336,-0.00466012833763,-0.00466012833763,-0.193980022961,0.000307327118905,0.000307327118905,0.0104525926999,5.1071602583e-15
337,-0.00435414405975,-0.00435414405975,-0.183564830639,0.000304648693335,0.000304648693335,0.0103778452372,6.52279383032e-16
338,-0.00405081662582,-0.00405081662582,-0.173224223934,0.000302013244397,0.000302013244397,0.0103034234105,2.51766920956e-15
339,-0.00375010361297,-0.00375010361297,-0.16295787148,0.000299419670585,0.000299419670585,0.0102293385775,2.26110350002e-14
340,-0.00345196368205,-0.00345196368205,-0.152765430864,0.000296866905711,0.000296866905711,0.0101556014706,2.5341323614e-15
341,-0.00315635654297,-0.00315635654297,-0.142646549248,0.00029435391766,0.00029435391766,0.0100822222175,2.5887015194e-15
342,-0.00286324292122,-0.00286324292122,-0.132600863957,0.000291879707202,0.000291879707202,0.0100092103612,2.58547629548e-15
343,-0.00257258452554,-0.00257258452554,-0.122628003061,0.000289443306837,0.000289443306837,0.00993657487994,2.52077826764e-15
344,-0.0022843440168,-0.0022843440168,-0.112727585922,0.000287043779683,0.000287043779683,0.0098643242071,5.03050202285e-15
345,-0.00199848497787,-0.00199848497787,-0.102899223736,0.000284680218414,0.000284680218414,0.00979246624987,7.01679027657e-17
346,-0.00171497188459,-0.00171497188459,-0.0931425200449,0.000282351744222,0.000282351744222,0.00972100840812,1.00487460475e-14
347,-0.00143377007778,-0.00143377007778,-0.0834570712388,0.00028005750583,0.00028005750583,0.00964995759263,5.04514352304e-15
348,-0.00115484573618,-0.00115484573618,-0.0738424670327,0.000277796678531,0.000277796678531,0.00957932024293,1.00512005892e-14
349,-0.000878165850318,-0.000878165850318,-0.0642982909309,0.000275568463268,0.000275568463268,0.00950910234466,2.51627492796e-15
350,-0.00060369819733,-0.00060369819733,-0.054824120672,0.000273372085748,0.000273372085748,0.0094393094466,7.5455909228e-15
351,-0.000331411316628,-0.000331411316628,-0.0454195286571,0.000271206795579,0.000271206795579,0.00936994667714,1.25839129826e-14
352,-6.12744864061e-05,-6.12744864061e-05,-0.0360840823625,0.000269071865451,0.000269071865451,0.00930101876039,1.00486114772e-14
353,0.000206742299039,0.000206742299039,-0.0268173447361,0.000266966590337,0.000266966590337,0.00923253003184,2.51260819824e-15
354,0.000472668351205,0.000472668351205,-0.017618874578,0.000264890286728,0.000264890286728,0.0091644844536,2.51478934732e-15
355,0.000736532308531,0.000736532308531,-0.00848822690709,0.000262842291894,0.000262842291894,0.00909688562917,1.45883844206e-16
356,0.000998362156816,0.000998362156816,0.000575046688326,0.000260821963171,0.000260821963171,0.00902973681781,7.53838800155e-15
357,0.00125818524894,0.00125818524894,0.00957139771274,0.000258828677273,0.000258828677273,0.00896304094853,2.19576397126e-16
358,0.00151602832391,0.00151602832391,0.0185012804402,0.000256861829634,0.000256861829634,0.00889680063356,5.06296463843e-15
359,0.00177191752527,0.00177191752527,0.0273651516041,0.000254920833768,0.000254920833768,0.00883101818152,4.04784873714e-16
360,0.00202587841885,0.00202587841885,0.0361634700999,0.000253005120655,0.000253005120655,0.00876569561011,5.03275002853e-15
361,0.00227793600993,0.00227793600993,0.0448966967005,0.000251114138147,0.000251114138147,0.00870083465845,2.00972320697e-14
362,0.00252811475988,0.00252811475988,0.0535652937837,0.000249247350397,0.000249247350397,0.008636436799,2.63682426379e-16
363,0.00277643860211,0.00277643860211,0.0621697250711,0.000247404237309,0.000247404237309,0.00857250324906,5.05190806788e-15
364,0.0030229309576,0.0030229309576,0.0707104553787,0.000245584294007,0.000245584294007,0.00850903498203,1.50755772152e-14
365,0.00326761474984,0.00326761474984,0.0791879503786,0.000243787030322,0.000243787030322,0.00844603273811,1.00830609216e-14
366,0.00351051241931,0.00351051241931,0.0876026763708,0.000242011970299,0.000242011970299,0.0083834970348,1.00498598092e-14
367,0.00375164593744,0.00375164593744,0.0959551000656,0.000240258651722,0.000240258651722,0.00832142817696,2.51215584292e-14
368,0.00399103682012,0.00399103682012,0.104245688376,0.000238526625651,0.000238526625651,0.00825982626656,1.00516973727e-14
369,0.00422870614074,0.00422870614074,0.112474908219,0.000236815455985,0.000236815455985,0.00819869121205,5.03126695522e-15
370,0.00446467454286,0.00446467454286,0.120643226329,0.000235124719033,0.000235124719033,0.00813802273748,1.50739816823e-14
371,0.00469896225235,0.00469896225235,0.128751109072,0.000233454003101,0.000233454003101,0.00807782039123,5.03051398691e-15
372,0.00493158908924,0.00493158908924,0.136799022283,0.000231802908096,0.000231802908096,0.00801808355444,1.00510638671e-14
373,0.00516257447911,0.00516257447911,0.144787431093,0.000230171045145,0.000230171045145,0.00795881144918,2.00996017161e-14
374,0.00539193746409,0.00539193746409,0.152716799784,0.000228558036223,0.000228558036223,0.00790000314626,5.03734848009e-15
375,0.00561969671361,0.00561969671361,0.160587591631,0.000226963513799,0.000226963513799,0.00784165757282,1.50731247828e-14
376,0.00584587053462,0.00584587053462,0.168400268771,0.000225387120491,0.000225387120491,0.00778377351957,1.00513755353e-14
377,0.00607047688167,0.00607047688167,0.176155292065,0.000223828508737,0.000223828508737,0.00772634964784,2.51238752652e-14
378,0.00629353336649,0.00629353336649,0.183853120974,0.000222287340472,0.000222287340472,0.00766938449629,1.00610217114e-14
379,0.00651505726738,0.00651505726738,0.19149421344,0.000220763286823,0.000220763286823,0.0076128764874,1.0058400494e-14
380,0.00673506553825,0.00673506553825,0.199079025769,0.00021925602781,0.00021925602781,0.00755682393375,2.51242737306e-14
381,0.00695357481733,0.00695357481733,0.20660801253,0.000217765252058,0.000217765252058,0.00750122504397,2.00978764734e-14
382,0.00717060143568,0.00717060143568,0.214081626449,0.000216290656521,0.000216290656521,0.00744607792856,5.02482904827e-15
383,0.00738616142537,0.00738616142537,0.221500318318,0.000214831946217,0.000214831946217,0.00739138060538,2.51376702818e-14
384,0.00760027052738,0.00760027052738,0.228864536902,0.000213388833964,0.000213388833964,0.00733713100506,1.50742008778e-14
385,0.00781294419935,0.00781294419935,0.236174728853,0.000211961040138,0.000211961040138,0.00728332697601,1.50728888512e-14
386,0.00802419762295,0.00802419762295,0.243431338635,0.00021054829243,0.00021054829243,0.00722996628943,3.01623434244e-14
387,0.0082340457111,0.0082340457111,0.250634808446,0.000209150325611,0.000209150325611,0.00717704664398,5.10221780596e-15
388,0.00844250311494,0.00844250311494,0.257785578148,0.000207766881314,0.000207766881314,0.00712456567031,3.01470661253e-14
389,0.00864958423059,0.00864958423059,0.264884085201,0.000206397707814,0.000206397707814,0.0070725209354,2.51222373794e-14
390,0.00885530320567,0.00885530320567,0.271930764602,0.00020504255982,0.00020504255982,0.00702090994675,2.00995189501e-14
391,0.00905967394564,0.00905967394564,0.278926048827,0.000203701198274,0.000203701198274,0.00696973015634,2.00984145977e-14
392,0.00926271011996,0.00926271011996,0.285870367781,0.00020237339016,0.00020237339016,0.00691897896448,2.009766801e-14
393,0.00946442516799,0.00946442516799,0.29276414874,0.000201058908308,0.000201058908308,0.00686865372347,5.03735262448e-15
394,0.00966483230477,0.00966483230477,0.299607816315,0.000199757531221,0.000199757531221,0.00681875174111,1.00487846682e-14
395,0.00986394452662,0.00986394452662,0.306401792398,0.000198469042896,0.000198469042896,0.00676927028408,5.02621750756e-15
396,0.0100617746165,0.0100617746165,0.313146496134,0.000197193232656,0.000197193232656,0.00672020658114,5.04164140516e-15
397,0.0102583351494,0.0102583351494,0.319842343877,0.000195929894986,0.000195929894986,0.00667155782623,2.51220313185e-14
398,0.0104536384971,0.0104536384971,0.326489749157,0.000194678829375,0.000194678829375,0.00662332118139,3.01470538225e-14
399,0.0106476968336,0.0106476968336,0.333089122654,0.000193439840166,0.000193439840166,0.00657549377965,3.01490541401e-14
400,0.0108405221392,0.0108405221392,0.339640872167,0.000192212736406,0.000192212736406,0.00652807272763,2.00976734378e-14
