T_MeV,sT3_target,sT3_pred,err,residual_over_err,phi_u,phi_d,phi_s,Phi,PhiBar,solve_residual
215,11.61,13.8989228478,0.61,3.75233253736,-0.113488564453,-0.113488564453,-1.82895118348,0.802572653824,0.802572653824,1.28747609946e-13
220,11.92,14.1612692753,0.6,3.73544879217,-0.100765034256,-0.100765034256,-1.77038172584,0.812759032364,0.812759032364,2.41795082051e-13
225,12.21,14.4119536053,0.585,3.76402325699,-0.0899455871436,-0.0899455871436,-1.70911660752,0.822268817263,0.822268817263,6.86287794563e-13
230,12.49,14.6518559947,0.585,3.69548033283,-0.0806431206408,-0.0806431206408,-1.6453651335,0.831162422772,0.831162422772,9.23218585044e-14
235,12.75,14.8816559908,0.585,3.64385639447,-0.0725667058246,-0.0725667058246,-1.57938282304,0.839492213125,0.839492213125,3.18572152694e-13
240,13,15.1018886837,0.58,3.62394600631,-0.0654934060221,-0.0654934060221,-1.51146430084,0.847304063745,0.847304063745,2.89368088462e-13
245,13.24,15.3129871332,0.575,3.6051950142,-0.0592494842947,-0.0592494842947,-1.44193507893,0.854638548865,0.854638548865,3.77136247033e-13
250,13.47,15.5153149652,0.57,3.58827186874,-0.0536975532112,-0.0536975532112,-1.37114228033,0.861531859419,0.861531859419,8.72974242651e-14
255,13.68,15.7091913359,0.57,3.55998479978,-0.04872758899,-0.04872758899,-1.29944466905,0.868016519404,0.868016519404,9.82878104979e-13
260,13.89,15.894909617,0.575,3.4867993339,-0.0442505190189,-0.0442505190189,-1.22720253512,0.874121948212,0.874121948212,2.95805468556e-13
265,14.09,16.0727507708,0.575,3.44826221002,-0.0401935590905,-0.0401935590905,-1.15476804703,0.879874903891,0.879874903891,1.23377865575e-12
270,14.28,16.2429922393,0.57,3.44384603389,-0.0364967625491,-0.0364967625491,-1.08247664123,0.885299834123,0.885299834123,4.07596003237e-12
275,14.46,16.4059131385,0.57,3.41388269919,-0.0331104231697,-0.0331104231697,-1.01063989364,0.890419156055,0.890419156055,2.98914203584e-12
280,14.63,16.5617965389,0.57,3.38911673484,-0.0299930891771,-0.0299930891771,-0.939540144569,0.895253481822,0.895253481822,1.01961808065e-12
285,14.8,16.7109295902,0.57,3.35250805292,-0.0271100217239,-0.0271100217239,-0.869426963725,0.899821803097,0.899821803097,4.09260300884e-12
290,14.95,16.8536021871,0.565,3.36920741085,-0.0244319818269,-0.0244319818269,-0.80051537595,0.904141645049,0.904141645049,1.03663784516e-11
295,15.11,16.9901047761,0.56,3.35732995728,-0.0219342640208,-0.0219342640208,-0.732985642779,0.908229197578,0.908229197578,1.48844765528e-12
300,15.25,17.1207257871,0.56,3.34058176263,-0.0195959183759,-0.0195959183759,-0.666984317673,0.912099429626,0.912099429626,4.55201206847e-12
305,15.39,17.2457490509,0.555,3.34369198353,-0.017399118613,-0.017399118613,-0.602626262103,0.915766190658,0.915766190658,1.17782055886e-11
310,15.52,17.3654514432,0.555,3.32513773558,-0.015328645204,-0.015328645204,-0.539997316582,0.919242302133,0.919242302133,3.26586818569e-14
315,15.64,17.4801008994,0.555,3.31549711599,-0.0133714601454,-0.0133714601454,-0.479157353542,0.922539640853,0.922539640853,7.5289073587e-12
320,15.76,17.5899548613,0.55,3.32719065684,-0.0115163556217,-0.0115163556217,-0.420143485926,0.925669215398,0.925669215398,1.0946684631e-11
325,15.88,17.6952591653,0.545,3.33075076203,-0.00975366274933,-0.00975366274933,-0.36297325694,0.928641236464,0.928641236464,7.60552795112e-13
330,15.99,17.7962473388,0.54,3.34490247932,-0.00807500950278,-0.00807500950278,-0.307647685822,0.931465181629,0.931465181629,4.47476350726e-12
335,16.09,17.893140254,0.54,3.33914861853,-0.00647311910813,-0.00647311910813,-0.254154087712,0.934149854963,0.934149854963,2.75080401146e-13
340,16.19,17.9861460778,0.535,3.35728238838,-0.00494164185315,-0.00494164185315,-0.202468620935,0.936703441774,0.936703441774,1.63792048682e-12
345,16.29,18.075460456,0.535,3.33730926359,-0.00347501456461,-0.00347501456461,-0.152558541993,0.939133558829,0.939133558829,4.36108881324e-12
350,16.38,18.1612668739,0.53,3.3608808942,-0.00206834303495,-0.00206834303495,-0.104384168041,0.941447300288,0.941447300288,1.29061600147e-11
355,16.47,18.243737142,0.53,3.34667385279,-0.000717303510736,-0.000717303510736,-0.0579005597445,0.943651279684,0.943651279684,1.16538542675e-11
360,16.55,18.3230319648,0.53,3.34534332985,0.000581939969407,0.000581939969407,-0.0130589454819,0.945751668206,0.945751668206,6.77903119961e-12
365,16.63,18.3993015585,0.53,3.33830482737,0.00183280504609,0.00183280504609,0.0301920878078,0.947754229585,0.947754229585,6.83053025484e-12
370,16.71,18.4726862893,0.53,3.32582318738,0.00303834952299,0.00303834952299,0.0719056102833,0.949664351869,0.949664351869,1.20821754886e-11
375,16.78,18.5433173137,0.53,3.32701379936,0.0042013206903,0.0042013206903,0.112135544739,0.95148707635,0.95148707635,1.27993937275e-11
380,16.85,18.6113172046,0.53,3.32324000862,0.00532419700329,0.00532419700329,0.150936016818,0.953227123906,0.953227123906,2.89274326509e-12
385,16.92,18.6768005543,0.53,3.31471802691,0.00640922337419,0.00640922337419,0.188360836787,0.954888919003,0.954888919003,9.33011742913e-12
390,16.99,18.7398745464,0.53,3.30165008751,0.00745844112183,0.00745844112183,0.224463092133,0.956476611571,0.956476611571,3.2004764755e-12
395,17.05,18.8006394939,0.53,3.30309338477,0.00847371344678,0.00847371344678,0.259294832757,0.957994096979,0.957994096979,1.12117162295e-11
400,17.12,18.8591893411,0.53,3.28148932274,0.00945674715341,0.00945674715341,0.292906832913,0.959445034275,0.959445034275,4.37616170648e-12
