T_MeV,phi_u,phi_d,phi_s,dphi_u_dT_MeV,dphi_d_dT_MeV,dphi_s_dT_MeV,residual
260.3,-0.0417964575056,-0.0417964575056,-1.18689496247,0.000824005602459,0.000824005602459,0.0148676360711,1.30554509718e-16
260.35,-0.0417552771212,-0.0417552771212,-1.18615157711,0.000823209976766,0.000823209976766,0.0148677769424,5.05502111787e-15
260.4,-0.0417141364874,-0.0417141364874,-1.1854081849,0.000822415581006,0.000822415581006,0.0148679104226,1.37383090135e-15
260.45,-0.0416730355427,-0.0416730355427,-1.18466478619,0.00082162241285,0.00082162241285,0.014868036516,3.79461709962e-15
260.5,-0.0416319742257,-0.0416319742257,-1.18392138137,0.000820830469977,0.000820830469977,0.0148681552274,5.044573482e-15
260.55,-0.0415909524753,-0.0415909524753,-1.18317797079,0.000820039750069,0.000820039750069,0.0148682665612,1.2623448166e-15
260.6,-0.0415499702303,-0.0415499702303,-1.18243455483,0.000819250250816,0.000819250250816,0.014868370522,1.27578504072e-15
260.65,-0.0415090274299,-0.0415090274299,-1.18169113386,0.00081846196991,0.00081846196991,0.0148684671144,1.25608354999e-15
260.7,-0.0414681240131,-0.0414681240131,-1.18094770825,0.000817674905051,0.000817674905051,0.0148685563429,2.52251937899e-15
260.75,-0.0414272599192,-0.0414272599192,-1.18020427835,0.000816889053941,0.000816889053941,0.0148686382123,1.4773490141e-15
260.8,-0.0413864350875,-0.0413864350875,-1.17946084455,0.00081610441429,0.00081610441429,0.014868712727,2.6645352591e-15
260.85,-0.0413456494576,-0.0413456494576,-1.1787174072,0.000815320983811,0.000815320983811,0.0148687798919,1.29949199665e-15
260.9,-0.041304902969,-0.041304902969,-1.17797396668,0.000814538760223,0.000814538760223,0.0148688397115,2.57275340968e-15
260.95,-0.0412641955615,-0.0412641955615,-1.17723052335,0.00081375774125,0.00081375774125,0.0148688921905,2.31024530264e-16
261,-0.0412235271748,-0.0412235271748,-1.17648707758,0.000812977924621,0.000812977924621,0.0148689373337,8.88842245459e-16
261.05,-0.041182897749,-0.041182897749,-1.17574362974,0.00081219930807,0.00081219930807,0.0148689751457,3.76823467826e-15
261.1,-0.0411423072241,-0.0411423072241,-1.17500018019,0.000811421889335,0.000811421889335,0.0148690056313,3.78345059249e-15
261.15,-0.0411017555402,-0.0411017555402,-1.1742567293,0.000810645666161,0.000810645666161,0.0148690287953,2.45326946669e-17
261.2,-0.0410612426376,-0.0410612426376,-1.17351327743,0.000809870636297,0.000809870636297,0.0148690446424,1.26112368469e-15
261.25,-0.0410207684567,-0.0410207684567,-1.17276982496,0.000809096797496,0.000809096797496,0.0148690531773,3.77496236332e-15
261.3,-0.040980332938,-0.040980332938,-1.17202637224,0.000808324147517,0.000808324147517,0.0148690544049,6.30500944141e-15
261.35,-0.0409399360221,-0.0409399360221,-1.17128291964,0.000807552684124,0.000807552684124,0.0148690483301,3.78294151764e-15
261.4,-0.0408995776498,-0.0408995776498,-1.17053946753,0.000806782405085,0.000806782405085,0.0148690349576,1.42262555933e-15
261.45,-0.0408592577619,-0.0408592577619,-1.16979601626,0.000806013308175,0.000806013308175,0.0148690142923,2.59897009892e-15
261.5,-0.0408189762994,-0.0408189762994,-1.16905256622,0.000805245391171,0.000805245391171,0.014868986339,2.51498771319e-15
261.55,-0.0407787332032,-0.0407787332032,-1.16830911775,0.000804478651856,0.000804478651856,0.0148689511027,7.57643332924e-15
261.6,-0.0407385284146,-0.0407385284146,-1.16756567123,0.00080371308802,0.00080371308802,0.0148689085883,1.30007542827e-15
261.65,-0.0406983618748,-0.0406983618748,-1.16682222701,0.000802948697455,0.000802948697455,0.0148688588006,6.31572009071e-15
261.7,-0.0406582335253,-0.0406582335253,-1.16607878547,0.000802185477958,0.000802185477958,0.0148688017446,2.53493379274e-15
261.75,-0.0406181433076,-0.0406181433076,-1.16533534696,0.000801423427333,0.000801423427333,0.0148687374252,2.62983621247e-15
261.8,-0.0405780911631,-0.0405780911631,-1.16459191185,0.000800662543388,0.000800662543388,0.0148686658475,3.82667574015e-15
261.85,-0.0405380770338,-0.0405380770338,-1.1638484805,0.000799902823933,0.000799902823933,0.0148685870163,2.24685199039e-16
261.9,-0.0404981008614,-0.0404981008614,-1.16310505327,0.000799144266788,0.000799144266788,0.0148685009368,3.77521744731e-15
261.95,-0.0404581625878,-0.0404581625878,-1.16236163052,0.000798386869772,0.000798386869772,0.0148684076138,3.76988579572e-15
262,-0.0404182621551,-0.0404182621551,-1.16161821263,0.000797630630714,0.000797630630714,0.0148683070525,3.80894083323e-15
262.05,-0.0403783995055,-0.0403783995055,-1.16087479994,0.000796875547445,0.000796875547445,0.0148681992578,3.78291288015e-15
262.1,-0.0403385745811,-0.0403385745811,-1.16013139282,0.0007961216178,0.0007961216178,0.0148680842348,1.00542070516e-14
262.15,-0.0402987873245,-0.0402987873245,-1.15938799164,0.00079536883962,0.00079536883962,0.0148679619887,1.25668713465e-16
262.2,-0.040259037678,-0.040259037678,-1.15864459674,0.000794617210752,0.000794617210752,0.0148678325245,1.27570012268e-15
262.25,-0.0402193255843,-0.0402193255843,-1.1579012085,0.000793866729046,0.000793866729046,0.0148676958473,3.78337105406e-15
262.3,-0.040179650986,-0.040179650986,-1.15715782728,0.000793117392355,0.000793117392355,0.0148675519622,6.66585412602e-16
262.35,-0.040140013826,-0.040140013826,-1.15641445343,0.000792369198541,0.000792369198541,0.0148674008744,6.71335743954e-16
262.4,-0.0401004140472,-0.0401004140472,-1.15567108731,0.000791622145467,0.000791622145467,0.014867242589,2.24685199039e-16
262.45,-0.0400608515925,-0.0400608515925,-1.15492772929,0.000790876231003,0.000790876231003,0.0148670771112,1.3327102719e-15
262.5,-0.0400213264051,-0.0400213264051,-1.15418437972,0.000790131453021,0.000790131453021,0.0148669044462,7.77171605686e-16
262.55,-0.0399818384283,-0.0399818384283,-1.15344103896,0.000789387809401,0.000789387809401,0.0148667245992,3.82717899767e-15
262.6,-0.0399423876053,-0.0399423876053,-1.15269770738,0.000788645298025,0.000788645298025,0.0148665375754,1.22125518343e-15
262.65,-0.0399029738796,-0.0399029738796,-1.15195438533,0.000787903916781,0.000787903916781,0.0148663433801,2.57276744564e-15
262.7,-0.0398635971948,-0.0398635971948,-1.15121107316,0.00078716366356,0.00078716366356,0.0148661420184,6.46996696493e-15
262.75,-0.0398242574945,-0.0398242574945,-1.15046777124,0.000786424536259,0.000786424536259,0.0148659334957,3.78291288015e-15
262.8,-0.0397849547225,-0.0397849547225,-1.14972447993,0.00078568653278,0.00078568653278,0.0148657178172,5.0292383081e-15
262.85,-0.0397456888225,-0.0397456888225,-1.14898119958,0.000784949651028,0.000784949651028,0.0148654949882,3.78299242821e-15
262.9,-0.0397064597387,-0.0397064597387,-1.14823793055,0.000784213888913,0.000784213888913,0.0148652650141,5.06834784666e-15
262.95,-0.039667267415,-0.039667267415,-1.1474946732,0.000783479244351,0.000783479244351,0.0148650279001,2.5992618654e-15
263,-0.0396281117957,-0.0396281117957,-1.14675142788,0.00078274571526,0.00078274571526,0.0148647836516,4.44522679167e-16
263.05,-0.0395889928249,-0.0395889928249,-1.14600819495,0.000782013299565,0.000782013299565,0.014864532274,1.2997142872e-15
263.1,-0.0395499104472,-0.0395499104472,-1.14526497477,0.000781281995194,0.000781281995194,0.0148642737726,3.89847598996e-15
263.15,-0.0395108646069,-0.0395108646069,-1.14452176769,0.000780551800079,0.000780551800079,0.0148640081528,6.30497698617e-15
263.2,-0.0394718552487,-0.0394718552487,-1.14377857407,0.000779822712158,0.000779822712158,0.01486373542,5.025927123e-15
263.25,-0.0394328823173,-0.0394328823173,-1.14303539427,0.000779094729373,0.000779094729373,0.0148634555796,2.55110300502e-15
263.3,-0.0393939457574,-0.0393939457574,-1.14229222864,0.00077836784967,0.00077836784967,0.0148631686371,3.76986025202e-15
263.35,-0.039355045514,-0.039355045514,-1.14154907752,0.000777642070999,0.000777642070999,0.0148628745979,8.81018901453e-15
263.4,-0.039316181532,-0.039316181532,-1.14080594129,0.000776917391316,0.000776917391316,0.0148625734674,6.69180682771e-16
