T_MeV,sT3_target,sT3_pred,err,residual_over_err,phi_u,phi_d,phi_s,Phi,PhiBar,solve_residual
210,11.27,9.37785223717,0.63,-3.00340914735,-0.191853725081,-0.191853725081,-2.00755642369,0.601341191225,0.601341191225,8.17248279317e-15
215,11.61,9.94632868283,0.61,-2.72733002815,-0.160106326238,-0.160106326238,-1.95115018166,0.627882140436,0.627882140436,1.61006260742e-14
220,11.92,10.4782195561,0.6,-2.40296740642,-0.13612520573,-0.13612520573,-1.89175731137,0.651996209924,0.651996209924,5.74655054782e-14
225,12.21,10.9769412777,0.585,-2.10779268773,-0.117384213497,-0.117384213497,-1.82937899097,0.673973536501,0.673973536501,2.65378710115e-14
230,12.49,11.4452087827,0.585,-1.78596789281,-0.10234195508,-0.10234195508,-1.76414449702,0.694057551786,0.694057551786,4.71147291369e-15
235,12.75,11.8853178346,0.585,-1.4780891717,-0.0900053724649,-0.0900053724649,-1.69627019941,0.712456642104,0.712456642104,4.41199255262e-14
240,13,12.2992692737,0.58,-1.2081564247,-0.079705896025,-0.079705896025,-1.62603834826,0.729350844303,0.729350844303,2.98359519067e-14
245,13.24,12.6888369901,0.575,-0.958544364989,-0.0709767701807,-0.0709767701807,-1.55378242667,0.744896583045,0.744896583045,1.05209576675e-14
250,13.47,13.0556134895,0.57,-0.726993878111,-0.0634820800973,-0.0634820800973,-1.4798741815,0.759230389346,0.759230389346,4.55335387836e-14
255,13.68,13.4010446117,0.57,-0.489395418138,-0.0569737903635,-0.0569737903635,-1.40471068624,0.77247193767,0.77247193767,3.29854701029e-14
260,13.89,13.7264573184,0.575,-0.284422054874,-0.0512647213872,-0.0512647213872,-1.32870121451,0.784726556265,0.784726556265,9.64047087868e-14
265,14.09,14.0330818832,0.575,-0.0989880292508,-0.0462109769877,-0.0462109769877,-1.25225435565,0.796087307024,0.796087307024,3.1056430857e-13
270,14.28,14.3220690698,0.57,0.0738053856328,-0.0417001788235,-0.0417001788235,-1.17576605122,0.806636709382,0.806636709382,3.94721435421e-13
275,14.46,14.594502803,0.57,0.23596982989,-0.0376433798264,-0.0376433798264,-1.09960922841,0.816448171295,0.816448171295,4.64119732799e-13
280,14.63,14.8514089463,0.57,0.388436747971,-0.0339693724329,-0.0339693724329,-1.02412554562,0.825587181422,0.825587181422,3.79020323711e-13
285,14.8,15.0937609267,0.57,0.515370046862,-0.0306205940798,-0.0306205940798,-0.949619526443,0.834112308346,0.834112308346,8.44081707727e-13
290,14.95,15.3224829988,0.565,0.659261944736,-0.0275501222269,-0.0275501222269,-0.87635510594,0.842076044647,0.842076044647,1.18700859586e-13
295,15.11,15.5384519114,0.56,0.765092698958,-0.0247194284948,-0.0247194284948,-0.804554397264,0.849525526334,0.849525526334,1.76604000117e-12
300,15.25,15.7424976416,0.56,0.879460074353,-0.0220966725486,-0.0220966725486,-0.734398336392,0.856503151563,0.856503151563,7.71857460935e-13
305,15.39,15.9354037221,0.555,0.982709409182,-0.0196553872844,-0.0196553872844,-0.666028784526,0.863047117187,0.863047117187,2.60949368763e-12
310,15.52,16.1179075385,0.555,1.07731088022,-0.0173734529634,-0.0173734529634,-0.599551654126,0.869191887285,0.869191887285,2.52219652807e-12
315,15.64,16.2907008338,0.555,1.17243393486,-0.0152322883668,-0.0152322883668,-0.535040658486,0.874968604492,0.874968604492,5.68122255359e-12
320,15.76,16.4544305405,0.55,1.26260098268,-0.0132162074587,-0.0132162074587,-0.472541347294,0.880405452511,0.880405452511,4.0633992846e-12
325,15.88,16.6096999761,0.545,1.33889903875,-0.0113119039627,-0.0113119039627,-0.412075165003,0.885527976367,0.885527976367,7.26450378871e-12
330,15.99,16.757070381,0.54,1.42050070558,-0.00950803592368,-0.00950803592368,-0.353643342642,0.890359365764,0.890359365764,6.17862784342e-12
335,16.09,16.8970627407,0.54,1.49456063087,-0.00779488916088,-0.00779488916088,-0.297230499168,0.894920705952,0.894920705952,1.04404868139e-11
340,16.19,17.0301598235,0.535,1.57039219343,-0.00616410345231,-0.00616410345231,-0.242807882103,0.899231199912,0.899231199912,1.25984218904e-11
345,16.29,17.1568083596,0.535,1.62020254136,-0.00460844891208,-0.00460844891208,-0.190336218005,0.90330836515,0.90330836515,4.60979159241e-13
350,16.38,17.2774212935,0.53,1.69324772362,-0.00312164273642,-0.00312164273642,-0.139768172454,0.907168208016,0.907168208016,7.09681791412e-12
355,16.47,17.3923800515,0.53,1.74033971979,-0.00169819855472,-0.00169819855472,-0.0910504385112,0.91082537813,0.91082537813,1.19653606097e-11
360,16.55,17.5020367775,0.53,1.79629580668,-0.000333302210458,-0.000333302210458,-0.0441254840796,0.914293305242,0.914293305242,1.09780864717e-11
365,16.63,17.6067165013,0.53,1.84286132328,0.000977290965992,0.000977290965992,0.00106700560616,0.917584320575,0.917584320575,1.13046661938e-12
370,16.71,17.7067192126,0.53,1.88060228786,0.00223734135824,0.00223734135824,0.0445889523753,0.920709764486,0.920709764486,2.37523591302e-12
375,16.78,17.8023218245,0.53,1.92890910286,0.00345019593426,0.00345019593426,0.0865029392745,0.923680082089,0.923680082089,1.08022363443e-12
380,16.85,17.8937800168,0.53,1.96939625814,0.0046188473696,0.0046188473696,0.126871459816,0.926504908259,0.926504908259,7.65953905125e-12
385,16.92,17.9813299528,0.53,2.00250934497,0.00574598351719,0.00574598351719,0.165756330967,0.929193143311,0.929193143311,2.08508545132e-13
390,16.99,18.0651898714,0.53,2.02866013465,0.00683402892461,0.00683402892461,0.203218242179,0.931753020465,0.931753020465,3.7054183704e-13
395,17.05,18.1455615554,0.53,2.06709727429,0.00788517978404,0.00788517978404,0.239316416423,0.934192166076,0.934192166076,1.01239561833e-11
400,17.12,18.2226316826,0.53,2.08043713704,0.00890143344515,0.00890143344515,0.27410836266,0.936517653501,0.936517653501,1.14805160584e-12
